cosine	jaccard	channels	band	theme_a	theme_b	name_a	name_b	freq_a	freq_b
0.6172		dense	drop	conoscenza_e_metodo	protezione_di_adriano_verso_antinoo	Conoscenza e metodo	Protezione e cura	1	1
0.6172		dense	drop	mimesi_del_potere	sogno_del_filosofo_re	Mimesi del potere	Il filosofo al potere	1	1
0.6171		dense	drop	culto_imperiale	divinizzazione_dell_imperatore	Culto imperiale	Divinizzazione dell'imperatore	1	1
0.6171		dense	drop	culto_imperiale	divinizzazione_di_adriano	Culto imperiale	Divinizzazione dell'imperatore	1	1
0.6170		dense	drop	conformismo_e_identita	lusso_e_perdita_dell_identita	Conformismo e identità	Lusso e perdita dell'identità	1	1
0.6168		dense	drop	amore_e_dipendenza	peso_dell_amore	Amore e dipendenza	Il peso dell'amore	1	1
0.6168		dense	drop	abbondanza_illusoria_dell_arte	bellezza_e_arte	Abbondanza illusoria dell'arte	Bellezza e arte	1	1
0.6168		dense	drop	bellezza_e_virtu	corpo_e_spirito	Bellezza e virtù	Corpo e spirito	1	1
0.6167		dense	drop	azione_e_essere	piacere_e_adulazione	Azione e essere	Piacere e adulazione	1	1
0.6165		dense	drop	immortalita_e_morte	misteri_e_ineffabile	Immortalità e morte	Il sacro e l'ineffabile	1	1
0.6165		dense	drop	amore_e_luogo_natio	amore_umano	Amore e luogo natio	Amore umano	1	1
0.6164		dense	drop	coraggio	letterati_che_sanno_combattere	Il coraggio	Letterati che sanno combattere	1	1
0.6163		dense	drop	corpo_e_malattia	morte_e_desiderio_di_morire	Corpo e malattia	La morte e il desiderio di morire	2	1
0.6162		dense	drop	cancellazione_di_un_popolo	declino_del_potere	Cancellazione di un popolo	Declino del potere	1	1
0.6162		dense	drop	astinenza_e_liberta	solitudine_e_ritiro	Astinenza e libertà	Solitudine e ritiro	1	1
0.6161		dense	drop	amore_e_potere	matrimonio_e_antipatia	Amore e potere	Matrimonio e antipatia	1	1
0.6158		dense	drop	guerra_e_politica	rivalita_con_serviano	Guerra e politica	Rivalità e odio politico	1	1
0.6157		dense	drop	magia_e_morte_rituale	misteri_eleusini	Magia e morte rituale	Misteri e iniziazione	1	1
0.6154		dense	drop	bellezza_e_virtu	vigore_e_bellezza_militare	Bellezza e virtù	Vigore e bellezza militare	1	1
0.6154		dense	drop	conoscenza_e_metodo	storia_e_ciclicita	Conoscenza e metodo	Storia e ciclicità	1	1
0.6152		dense	drop	amore_e_dipendenza	legame_adriano_antinoo	Amore e dipendenza	Legame e devozione	1	1
0.6151		dense	drop	memoria_e_somiglianza	storia_e_ciclicita	Memoria e somiglianza	Storia e ciclicità	1	1
0.6147		dense	drop	accettazione_di_se_stessi	conformismo_e_identita	Accettazione di sé	Conformismo e identità	1	1
0.6147		dense	drop	provvidenza_e_potere	ricchezza_e_bene_comune	Provvidenza e potere	Ricchezza e bene comune	1	1
0.6146		dense	drop	autoformazione	formazione_e_identita	Autoformazione	Formazione e identità	1	1
0.6142		dense	drop	astinenza_e_liberta	sobrietà_e_piacere_del_cibo	Astinenza e libertà	Sobrietà e piacere del cibo	1	1
0.6142	0.3333	dense+lexical	drop	astinenza_e_liberta	liberta_e_servaggio	Astinenza e libertà	Libertà e servaggio	1	1
0.6141		dense	drop	architettura_come_collaborazione_col_tempo	bellezza_e_arte	Architettura e tempo	Bellezza e arte	1	1
0.6141		dense	drop	memoria_e_oblio	tempo_e_vecchiaia	Memoria e oblio	Tempo e vecchiaia	1	1
0.6140		dense	drop	autoconoscenza_prima_della_morte	solitudine_della_morte	Autoconoscenza e morte	Solitudine della morte	1	1
0.6138		dense	drop	azione_e_essere	corpo_e_spirito	Azione e essere	Corpo e spirito	1	1
0.6137		dense	drop	inadeguatezza_del_linguaggio_della_morte	limiti_della_scrittura	Inadeguatezza del linguaggio della morte	Limiti della scrittura	2	1
0.6137		dense	drop	amore_e_potere	castita_e_piacere	Amore e potere	Castità e piacere	1	1
0.6136		dense	drop	ordine_nello_stato	potere_e_successione	Ordine e disciplina	Potere e successione	1	1
0.6136	0.3333	dense+lexical	drop	formazione_e_identita	identita_composita	Formazione e identità	Identità composita	1	1
0.6136		dense	drop	amicizia_e_fedelta	rivalita_e_umiliazione	Amicizia e fedeltà	Rivalità e umiliazione	1	1
0.6134	0.5000	dense+lexical	drop	potere	potere_itinerante	Il potere	Potere itinerante	1	1
0.6130		dense	drop	adempimento_e_fine	perfezione_e_limite	Adempimento e fine	Perfezione e limite	1	1
0.6129		dense	drop	perfezione_e_limite	potere_e_moderazione	Perfezione e limite	Potere e moderazione	1	1
0.6129		dense	drop	amore_e_potere	rivalita_con_serviano	Amore e potere	Rivalità e odio politico	1	1
0.6127		dense	drop	conflitto_greco_giudaico_in_egitto	guerra_e_violenza	Conflitto etnico-religioso	Guerra e violenza	1	1
0.6127		dense	drop	amore_umano	natura_umana	Amore umano	Natura umana	1	1
0.6126		dense	drop	azione_e_essere	colpa_e_intenzione	Azione e essere	Colpa e intenzione	1	1
0.6125		dense	drop	inadeguatezza_del_linguaggio_della_morte	morte_e_desiderio_di_morire	Inadeguatezza del linguaggio della morte	La morte e il desiderio di morire	2	1
0.6125		dense	drop	immortalita_e_morte	profezia_e_destino	Immortalità e morte	Profezia e destino	1	1
0.6125		dense	drop	amore_e_volutta	amore_eroico_e_morte	Amore e voluttà	Amore eroico e morte	1	1
0.6125		dense	drop	guerra_e_violenza	politica_di_pace	Guerra e violenza	Politica di pace	1	1
0.6125		dense	drop	identita_di_roma_e_dell_impero	identita_e_oblio_di_se	Identità di Roma e dell'impero	Identità e oblio di sé	1	1
0.6124		dense	drop	arte_di_governare	mestiere_di_imperatore	Arte di governare	Il mestiere di imperatore	1	1
0.6123		dense	drop	architettura_come_collaborazione_col_tempo	urbanizzazione_e_civilta	Architettura e tempo	Urbanizzazione e civiltà	1	1
0.6123		dense	drop	letterati_che_sanno_combattere	vigore_e_bellezza_militare	Letterati che sanno combattere	Vigore e bellezza militare	1	1
0.6121		dense	drop	autoformazione	identita_e_autoconoscenza	Autoformazione	Identità e autoconoscenza	1	1
0.6121		dense	drop	saggezze_opposte	varieta_nell_unita	Pluralità delle saggezze	Varietà nell'unità	1	1
0.6119		dense	drop	amore_eroico_e_morte	morte_e_desiderio_di_morire	Amore eroico e morte	La morte e il desiderio di morire	1	1
0.6118		dense	drop	ordine_delle_cose	ordine_esteriore_e_interiore	Ordine delle cose	Ordine esteriore e interiore	1	1
0.6118		dense	drop	declino_del_potere	perdita_delle_capacita_fisiche	Declino del potere	Perdita delle capacità fisiche	1	1
0.6118		dense	drop	corpo_e_anima	diritto_e_giustizia	Corpo e anima	Diritto e giustizia	1	1
0.6117		dense	drop	trasformazione_del_comandante	trasformazione_di_antinoo__theme	Trasformazione del comandante	Trasformazione e maturazione	1	1
0.6117		dense	drop	conoscenza_e_metodo	diritto_e_usanza	Conoscenza e metodo	Diritto e usanza	1	1
0.6116		dense	drop	corpo_e_malattia	tempo_e_vecchiaia	Corpo e malattia	Tempo e vecchiaia	2	1
0.6116		dense	drop	memoria_e_immortalita	misteri_e_ineffabile	Memoria e immortalità	Il sacro e l'ineffabile	6	1
0.6115		dense	drop	anima_e_corpo	tempo_e_vecchiaia	Anima e corpo	Tempo e vecchiaia	1	1
0.6113		dense	drop	diplomazia_e_pace	diritto_e_giustizia	Diplomazia e pace	Diritto e giustizia	1	1
0.6113		dense	drop	cecita_di_adriano_davanti_all_agonia	colpa_e_intenzione	Cecità e menzogna	Colpa e intenzione	1	1
0.6111		dense	drop	inadeguatezza_del_sacrificio_cosmico	sacrificio_del_falcone	Inadeguatezza del sacrificio	Sacrificio e dono	1	1
0.6111		dense	drop	molteplicita_interiore	saggezze_opposte	Molteplicità interiore	Pluralità delle saggezze	1	1
0.6110		dense	drop	morte_e_risurrezione	potere_e_successione	Morte e risurrezione	Potere e successione	1	1
0.6109		dense	drop	amore_umano	peso_dell_amore	Amore umano	Il peso dell'amore	1	1
0.6108		dense	drop	ordine_delle_cose	ordine_nello_stato	Ordine delle cose	Ordine e disciplina	1	1
0.6108		dense	drop	astronomia_e_cosmo	esplorazione_e_confini	Astronomia e cosmo	Esplorazione e confini del mondo	1	1
0.6107		dense	drop	amore_e_colpa	matrimonio_e_antipatia	Amore e colpa	Matrimonio e antipatia	1	1
0.6104		dense	drop	amore_e_incontro	legame_adriano_antinoo	Amore e incontro	Legame e devozione	1	1
0.6104		dense	drop	amicizia_e_fedelta	liberta_e_servaggio	Amicizia e fedeltà	Libertà e servaggio	1	1
0.6103		dense	drop	morte_come_devozione	sacrificio_del_falcone	Morte come devozione	Sacrificio e dono	1	1
0.6102		dense	drop	contatto_e_conoscenza	fiducia_e_rischio	Contatto e conoscenza	Fiducia e rischio	1	1
0.6101		dense	drop	amicizia_e_fedelta	antipatia_di_traiano_verso_adriano	Amicizia e fedeltà	Antipatia e diffidenza	1	1
0.6101		dense	drop	adempimento_e_fine	amicizia_e_fedelta	Adempimento e fine	Amicizia e fedeltà	1	1
0.6100	0.3333	dense+lexical	drop	rinuncia_alla_conquista	rinuncia_e_austerita	Rinuncia alla conquista	Rinuncia e austerità	1	1
0.6100		dense	drop	diplomazia_con_i_barbari	politica_di_pace	Diplomazia e persuasione	Politica di pace	1	1
0.6100		dense	drop	guerra_e_violenza	venalita_e_caos_religioso	Guerra e violenza	Venalità e caos religioso	1	1
0.6099		dense	drop	ambizione_e_calcolo	perfezione_e_limite	Ambizione e calcolo	Perfezione e limite	1	1
0.6099		dense	drop	astronomia_e_cosmo	diritto_e_usanza	Astronomia e cosmo	Diritto e usanza	1	1
0.6098		dense	drop	amore_e_incontro	matrimonio_e_antipatia	Amore e incontro	Matrimonio e antipatia	1	1
0.6098		dense	drop	divinizzazione_dell_imperatore	mestiere_di_imperatore	Divinizzazione dell'imperatore	Il mestiere di imperatore	1	1
0.6098		dense	drop	divinizzazione_di_adriano	mestiere_di_imperatore	Divinizzazione dell'imperatore	Il mestiere di imperatore	1	1
0.6097		dense	drop	architettura_come_collaborazione_col_tempo	storia_e_ciclicita	Architettura e tempo	Storia e ciclicità	1	1
0.6095		dense	drop	adempimento_e_fine	piacere_e_adulazione	Adempimento e fine	Piacere e adulazione	1	1
0.6095	0.3333	dense+lexical	drop	identita_composita	identita_con_il_nemico	Identità composita	Identità con il nemico	1	1
0.6095		dense	drop	amore_come_gioco_di_ruoli	amore_eroico_e_morte	Amore come gioco di ruoli	Amore eroico e morte	1	1
0.6094		dense	drop	matrimonio_con_sabina__theme	sacrificio_del_falcone	Matrimonio e rito	Sacrificio e dono	1	1
0.6093		dense	drop	calcolo_politico	esasperazione_politica	Calcolo politico	Esasperazione politica	1	1
0.6091		dense	drop	formazione_e_identita	lusso_e_perdita_dell_identita	Formazione e identità	Lusso e perdita dell'identità	1	1
0.6091		dense	drop	ambizione_e_calcolo	azione_e_essere	Ambizione e calcolo	Azione e essere	1	1
0.6091		dense	drop	liberta_di_movimento	mobilita_e_apertura	Libertà di movimento	Mobilità e apertura al mondo	1	1
0.6089		dense	drop	contatto_e_conoscenza	diplomazia_con_i_barbari	Contatto e conoscenza	Diplomazia e persuasione	1	1
0.6089		dense	drop	calcolo_politico	intesa_politica_adriano_plotina_attiano	Calcolo politico	Intesa politica e complicità	1	1
0.6088		dense	drop	storia_e_ciclicita	tempo_e_vecchiaia	Storia e ciclicità	Tempo e vecchiaia	1	1
0.6087		dense	drop	liberta_di_assentire	rinuncia	Libertà di assentire	Rinuncia	1	1
0.6087		dense	drop	conquista_orientale	morte_e_risurrezione	Conquista orientale	Morte e risurrezione	1	1
0.6086		dense	drop	grecia_vs_roma	roma_eterna_e_ordine_del_mondo	Grecia e Roma	Roma eterna e ordine del mondo	1	1
0.6086		dense	drop	intesa_politica_adriano_plotina_attiano	politica_di_pace	Intesa politica e complicità	Politica di pace	1	1
0.6085		dense	drop	discrezione_dell_entourage	fiducia_e_rischio	Discrezione e fedeltà dell'entourage	Fiducia e rischio	1	1
0.6085		dense	drop	amore_umano	continuita_umana	Amore umano	Continuità umana	1	1
0.6082		dense	drop	accettazione_di_se_stessi	identita_e_oblio_di_se	Accettazione di sé	Identità e oblio di sé	1	1
0.6080		dense	drop	limite_del_potere_imperiale	scrittura_e_limiti_del_linguaggio	Limite del potere imperiale	Scrittura e limiti del linguaggio	1	1
0.6080		dense	drop	architettura_come_collaborazione_col_tempo	diritto_e_riforma	Architettura e tempo	Diritto e riforma	1	1
0.6080	0.3333	dense+lexical	drop	potere_itinerante	volonta_di_potere	Potere itinerante	Volontà di potere	1	1
0.6076		dense	drop	bellezza_e_arte	verita_e_decoro	Bellezza e arte	Verità e decoro	1	1
0.6075		dense	drop	amore_e_volutta	bonta	Amore e voluttà	La bontà	1	1
0.6071		dense	drop	arte_di_governare	bonta_ferma_verso_schiavi_e_barbari	Arte di governare	Bontà e governo degli ultimi	1	1
0.6071		dense	drop	antipatia_di_traiano_verso_adriano	fiducia_e_rischio	Antipatia e diffidenza	Fiducia e rischio	1	1
0.6070		dense	drop	nostalgia_e_malinconia_del_desiderio	storia_e_ciclicita	Nostalgia e malinconia	Storia e ciclicità	1	1
0.6070		dense	drop	antipatia_di_traiano_verso_adriano	piacere_e_distrazione	Antipatia e diffidenza	Piacere e distrazione	1	1
0.6069		dense	drop	potere	sonno	Il potere	Il sonno	1	3
0.6069	0.3333	dense+lexical	drop	amore_e_perdita	perdita_politica	Amore e perdita	Perdita politica	1	1
0.6068		dense	drop	sincretismo_religioso	tolleranza_religiosa	Sincretismo religioso	Tolleranza religiosa	2	1
0.6066		dense	drop	coraggio	vigore_e_bellezza_militare	Il coraggio	Vigore e bellezza militare	1	1
0.6066		dense	drop	morte_e_dissoluzione	trasformazione_di_antinoo__theme	Morte e dissoluzione	Trasformazione e maturazione	1	1
0.6064		dense	drop	liberta_e_servaggio	rinuncia_e_morte_come_liberazione	Libertà e servaggio	Rinuncia e morte come liberazione	1	1
0.6064		dense	drop	molteplicita_interiore	visione_del_divino_come_forza_molteplice	Molteplicità interiore	Il divino come forza molteplice	1	1
0.6063		dense	drop	corpo	mondo_femminile	Il corpo	Il mondo femminile	1	1
0.6062		dense	drop	nostalgia_e_malinconia_del_desiderio	solitudine_e_ritiro	Nostalgia e malinconia	Solitudine e ritiro	1	1
0.6058		dense	drop	lutto_per_plotina	memoria_e_confronto_con_i_morti	Lutto e intimità spirituale	Memoria e confronto con i morti	1	1
0.6055		dense	drop	liberta_di_assentire	rinuncia_e_austerita	Libertà di assentire	Rinuncia e austerità	1	1
0.6054		dense	drop	antipatia_di_traiano_verso_adriano	rivalita_con_serviano	Antipatia e diffidenza	Rivalità e odio politico	1	1
0.6054		dense	drop	azione_e_essere	costruire	Azione e essere	Il costruire	1	1
0.6053		dense	drop	lutto_per_antinoo	oblio	Il lutto	L'oblio	9	1
0.6053		dense	drop	lutto_per_antinoo__theme	oblio	Il lutto	L'oblio	9	1
0.6052		dense	drop	conflitto_greco_giudaico_in_egitto	tolleranza_religiosa	Conflitto etnico-religioso	Tolleranza religiosa	1	1
0.6051		dense	drop	governo_e_giustizia	pace_e_commercio	Governo e giustizia	Pace e commercio	1	1
0.6051		dense	drop	contatto_e_conoscenza	cultura_e_memoria	Contatto e conoscenza	Cultura e memoria	1	1
0.6050		dense	drop	amore_e_incontro	azione_e_essere	Amore e incontro	Azione e essere	1	1
0.6048		dense	drop	amore_e_luogo_natio	amore_e_perdita	Amore e luogo natio	Amore e perdita	1	1
0.6046		dense	drop	potere_e_percezione_pubblica	ricchezza_e_bene_comune	Potere e percezione pubblica	Ricchezza e bene comune	1	1
0.6045		dense	drop	potere	schiavitu	Il potere	La schiavitù	1	1
0.6044		dense	drop	diritto_e_usanza	disciplina	Diritto e usanza	Disciplina e ordine	1	1
0.6043		dense	drop	formazione	trasformazione_del_comandante	Formazione	Trasformazione del comandante	1	1
0.6043		dense	drop	lutto_per_plotina	memoria_e_presenza_dei_morti	Lutto e intimità spirituale	Memoria e presenza dei morti	1	1
0.6042		dense	drop	ostilita_tra_lucio_e_antinoo	rivalita_e_umiliazione	Ostilità tra i due giovani	Rivalità e umiliazione	1	1
0.6042		dense	drop	famiglia	lutto_per_antinoo__theme	La famiglia	Il lutto	1	9
0.6042		dense	drop	distacco_da_antiochia	pessimismo_e_delusione	Distacco e disincanto	Pessimismo e delusione	1	1
0.6041		dense	drop	memoria_e_immortalita	storia_e_ciclicita	Memoria e immortalità	Storia e ciclicità	6	1
0.6041		dense	drop	amore_come_gioco_di_ruoli	amore_e_perdita	Amore come gioco di ruoli	Amore e perdita	1	1
0.6041		dense	drop	conoscenza_e_metodo	trasformazione_di_antinoo__theme	Conoscenza e metodo	Trasformazione e maturazione	1	1
0.6041		dense	drop	arte_di_governare	diplomazia_con_i_barbari	Arte di governare	Diplomazia e persuasione	1	1
0.6041		dense	drop	amicizia_e_fedelta	bonta	Amicizia e fedeltà	La bontà	1	1
0.6041		dense	drop	guerra_d_usura_in_giudea	guerra_e_politica	Guerra d'usura	Guerra e politica	1	1
0.6040		dense	drop	ambiguita_della_successione	grandezza_e_dubbio	Ambiguità della successione	Grandezza e dubbio	2	1
0.6039		dense	drop	amore_come_gioco_di_ruoli	amore_eroico	Amore come gioco di ruoli	Amore eroico	1	3
0.6039		dense	drop	diritto_e_usanza	ordine_nello_stato	Diritto e usanza	Ordine e disciplina	1	1
0.6039		dense	drop	accettazione_di_se_stessi	prestigio_personale	Accettazione di sé	Prestigio personale	1	1
0.6035		dense	drop	colpa_e_responsabilita	protezione_di_adriano_verso_antinoo	Colpa e responsabilità	Protezione e cura	1	1
0.6035		dense	drop	scetticismo_religioso	tolleranza_religiosa	Scetticismo religioso	Tolleranza religiosa	1	1
0.6035		dense	drop	potere_e_macchina_militare	potere_itinerante	Potere e macchina militare	Potere itinerante	1	1
0.6034		dense	drop	arte_greca	bellezza_e_arte	Arte greca e primato dell'umano	Bellezza e arte	1	1
0.6034		dense	drop	autoconoscenza	contatto_e_conoscenza	Autoconoscenza	Contatto e conoscenza	1	1
0.6033		dense	drop	disciplina	verita_e_decoro	Disciplina e ordine	Verità e decoro	1	1
0.6033		dense	drop	insuccesso	limite_e_vecchiaia	Insuccesso e limite del potere	Limite e vecchiaia	1	1
0.6032		dense	drop	culti_misterici_orientali	culto_imperiale	Culti misterici orientali	Culto imperiale	1	1
0.6031		dense	drop	amore_e_incontro	sacrificio_del_falcone	Amore e incontro	Sacrificio e dono	1	1
0.6031		dense	drop	amore_e_volutta	legame_adriano_antinoo	Amore e voluttà	Legame e devozione	1	1
0.6029		dense	drop	corpo	costruire	Il corpo	Il costruire	1	1
0.6028		dense	drop	divinita_umana	umanita_oltre_il_sesso	Divinità umana	Umanità oltre il sesso	1	1
0.6025		dense	drop	amore_umano	simpatia_universale	Amore umano	Simpatia universale	1	1
0.6023		dense	drop	astronomia_e_cosmo	diritto_e_riforma	Astronomia e cosmo	Diritto e riforma	1	1
0.6023		dense	drop	felicita	giovinezza_come_eta_rozza	La felicità	La giovinezza	2	1
0.6023		dense	drop	conoscenza_e_metodo	matrimonio_con_sabina__theme	Conoscenza e metodo	Matrimonio e rito	1	1
0.6022	0.3333	dense+lexical	drop	identita_composita	identita_e_oblio_di_se	Identità composita	Identità e oblio di sé	1	1
0.6016		dense	drop	divinita_umana	divinizzazione_dell_imperatore	Divinità umana	Divinizzazione dell'imperatore	1	1
0.6016		dense	drop	divinita_umana	divinizzazione_di_adriano	Divinità umana	Divinizzazione dell'imperatore	1	1
0.6015		dense	drop	diplomazia_con_i_barbari	discrezione_dell_entourage	Diplomazia e persuasione	Discrezione e fedeltà dell'entourage	1	1
0.6014		dense	drop	sonno	suicidio	Il sonno	Il suicidio	3	1
0.6012		dense	drop	conoscenza_e_metodo	verita_e_decoro	Conoscenza e metodo	Verità e decoro	1	1
0.6012		dense	drop	ambizione_e_calcolo	trasformazione_di_antinoo__theme	Ambizione e calcolo	Trasformazione e maturazione	1	1
0.6011		dense	drop	calcolo_politico	rivalita_con_serviano	Calcolo politico	Rivalità e odio politico	1	1
0.6010		dense	drop	bonta	ricchezza_e_bene_comune	La bontà	Ricchezza e bene comune	1	1
0.6009		dense	drop	intesa_politica_adriano_plotina_attiano	rivalita_con_serviano	Intesa politica e complicità	Rivalità e odio politico	1	1
0.6008	0.5000	dense+lexical	drop	morte	morte_come_devozione	La morte	Morte come devozione	11	1
0.6007		dense	drop	bellezza_e_arte	bonta	Bellezza e arte	La bontà	1	1
0.6006		dense	drop	grandezza_e_dubbio	perfezione_e_limite	Grandezza e dubbio	Perfezione e limite	1	1
0.6002		dense	drop	liberta_e_servaggio	potere_e_precarietà	Libertà e servaggio	Potere e precarietà	1	1
0.6001		dense	drop	identita_con_il_nemico	identita_di_roma_e_dell_impero	Identità con il nemico	Identità di Roma e dell'impero	1	1
	0.5000	lexical	drop	crimini_di_roma_in_grecia	sintesi_di_grecia_e_roma	Crimini di Roma in Grecia	Sintesi di Grecia e Roma	1	1
	0.5000	lexical	drop	morte	morte_e_risurrezione	La morte	Morte e risurrezione	11	1
	0.5000	lexical	drop	morte	presagi_della_morte	La morte	Presagi della morte	11	1
	0.4000	lexical	drop	crisi_dell_impero_in_oriente	misteri_dell_oriente	Crisi dell'impero in Oriente	Misteri dell'Oriente	1	1
	0.3333	lexical	drop	ambiguita_della_successione	successione_imperiale	Ambiguità della successione	Successione imperiale	2	12
	0.3333	lexical	drop	amore	amore_e_perdita	L'amore	Amore e perdita	3	1
	0.3333	lexical	drop	amore	amore_e_volutta	L'amore	Amore e voluttà	3	1
	0.3333	lexical	drop	amore	insonnia	L'amore	L'insonnia	3	1
	0.3333	lexical	drop	amore	oblio	L'amore	L'oblio	3	1
	0.3333	lexical	drop	amore_e_colpa	amore_umano	Amore e colpa	Amore umano	1	1
	0.3333	lexical	drop	amore_e_dipendenza	amore_eroico	Amore e dipendenza	Amore eroico	1	3
	0.3333	lexical	drop	amore_e_perdita	amore_eroico	Amore e perdita	Amore eroico	1	3
	0.3333	lexical	drop	amore_e_perdita	amore_erotico	Amore e perdita	Amore erotico	1	1
	0.3333	lexical	drop	amore_e_perdita	amore_umano	Amore e perdita	Amore umano	1	1
	0.3333	lexical	drop	amore_e_potere	amore_umano	Amore e potere	Amore umano	1	1
	0.3333	lexical	drop	amore_e_potere	declino_del_potere	Amore e potere	Declino del potere	1	1
	0.3333	lexical	drop	amore_e_potere	limiti_del_potere	Amore e potere	Limiti del potere	1	1
	0.3333	lexical	drop	amore_e_potere	potere_e_successione	Amore e potere	Potere e successione	1	1
	0.3333	lexical	drop	amore_e_potere	potere_itinerante	Amore e potere	Potere itinerante	1	1
	0.3333	lexical	drop	amore_e_volutta	amore_eroico	Amore e voluttà	Amore eroico	1	3
	0.3333	lexical	drop	amore_e_volutta	amore_erotico	Amore e voluttà	Amore erotico	1	1
	0.3333	lexical	drop	amore_eroico_e_morte	morte	Amore eroico e morte	La morte	1	11
	0.3333	lexical	drop	arte_di_governare	bellezza_e_arte	Arte di governare	Bellezza e arte	1	1
	0.3333	lexical	drop	astinenza_e_liberta	liberta_di_movimento	Astinenza e libertà	Libertà di movimento	1	1
	0.3333	lexical	drop	autoconoscenza_prima_della_morte	morte	Autoconoscenza e morte	La morte	1	11
	0.3333	lexical	drop	bellezza	vigore_e_bellezza_militare	Bellezza	Vigore e bellezza militare	7	1
	0.3333	lexical	drop	caducita_delle_civilta	urbanizzazione_e_civilta	Caducità delle civiltà	Urbanizzazione e civiltà	1	1
	0.3333	lexical	drop	conformismo_e_identita	identita_persistente	Conformismo e identità	Identità persistente	1	1
	0.3333	lexical	drop	conoscenza_e_metodo	metodo_empirico	Conoscenza e metodo	Metodo empirico	1	1
	0.3333	lexical	drop	conquista_orientale	rinuncia_alla_conquista	Conquista orientale	Rinuncia alla conquista	1	1
	0.3333	lexical	drop	continuita_della_civilta	declino_della_civilta	Continuità della civiltà	Declino della civiltà	1	1
	0.3333	lexical	drop	crisi_dell_impero_in_oriente	identita_di_roma_e_dell_impero	Crisi dell'impero in Oriente	Identità di Roma e dell'impero	1	1
	0.3333	lexical	drop	culto_di_antinoo__theme	culto_imperiale	Culto di Antinoo	Culto imperiale	3	1
	0.3333	lexical	drop	culto_di_antinoo__theme	lutto_per_antinoo	Culto di Antinoo	Il lutto	3	9
	0.3333	lexical	drop	culto_di_antinoo__theme	lutto_per_antinoo__theme	Culto di Antinoo	Il lutto	3	9
	0.3333	lexical	drop	culto_di_mitra	culto_imperiale	Culto di Mitra	Culto imperiale	1	1
	0.3333	lexical	drop	declino_del_potere	mimesi_del_potere	Declino del potere	Mimesi del potere	1	1
	0.3333	lexical	drop	declino_del_potere	potere_e_moderazione	Declino del potere	Potere e moderazione	1	1
	0.3333	lexical	drop	declino_del_potere	potere_e_precarietà	Declino del potere	Potere e precarietà	1	1
	0.3333	lexical	drop	declino_del_potere	potere_e_successione	Declino del potere	Potere e successione	1	1
	0.3333	lexical	drop	declino_del_potere	potere_itinerante	Declino del potere	Potere itinerante	1	1
	0.3333	lexical	drop	declino_del_potere	provvidenza_e_potere	Declino del potere	Provvidenza e potere	1	1
	0.3333	lexical	drop	declino_del_potere	sete_di_potere	Declino del potere	Sete di potere	1	1
	0.3333	lexical	drop	declino_del_potere	volonta_di_potere	Declino del potere	Volontà di potere	1	1
	0.3333	lexical	drop	declino_della_civilta	urbanizzazione_e_civilta	Declino della civiltà	Urbanizzazione e civiltà	1	1
	0.3333	lexical	drop	decoro_pubblico	verita_e_decoro	Decoro pubblico	Verità e decoro	1	1
	0.3333	lexical	drop	disciplina	ordine_cosmico	Disciplina e ordine	Ordine cosmico	1	1
	0.3333	lexical	drop	disciplina	ordine_delle_cose	Disciplina e ordine	Ordine delle cose	1	1
	0.3333	lexical	drop	esasperazione_politica	guerra_e_politica	Esasperazione politica	Guerra e politica	1	1
	0.3333	lexical	drop	esasperazione_politica	politica_di_conquiste	Esasperazione politica	Politica di conquiste	1	1
	0.3333	lexical	drop	esasperazione_politica	politica_di_pace	Esasperazione politica	Politica di pace	1	1
	0.3333	lexical	drop	guerra_e_logoramento	pace_e_guerra	Guerra e logoramento	Pace e guerra	1	1
	0.3333	lexical	drop	guerra_e_politica	perdita_politica	Guerra e politica	Perdita politica	1	1
	0.3333	lexical	drop	guerra_e_politica	politica_di_conquiste	Guerra e politica	Politica di conquiste	1	1
	0.3333	lexical	drop	identita_di_roma_e_dell_impero	lusso_e_perdita_dell_identita	Identità di Roma e dell'impero	Lusso e perdita dell'identità	1	1
	0.3333	lexical	drop	identita_e_oblio_di_se	oblio	Identità e oblio di sé	L'oblio	1	1
	0.3333	lexical	drop	immortalita_di_roma	memoria_e_immortalita	Immortalità di Roma	Memoria e immortalità	1	6
	0.3333	lexical	drop	immortalita_e_morte	morte_come_devozione	Immortalità e morte	Morte come devozione	1	1
	0.3333	lexical	drop	immortalita_e_morte	morte_propria	Immortalità e morte	La propria morte	1	1
	0.3333	lexical	drop	immortalita_e_morte	presagi_della_morte	Immortalità e morte	Presagi della morte	1	1
	0.3333	lexical	drop	immortalita_e_morte	solitudine_della_morte	Immortalità e morte	Solitudine della morte	1	1
	0.3333	lexical	drop	inadeguatezza_del_linguaggio_della_morte	morte	Inadeguatezza del linguaggio della morte	La morte	2	11
	0.3333	lexical	drop	informe_della_vita	tecnica_di_vita	Informe della vita	Tecnica di vita	1	1
	0.3333	lexical	drop	informe_della_vita	vita_intellettuale	Informe della vita	Vita intellettuale	1	1
	0.3333	lexical	drop	liberta_di_assentire	liberta_e_identita	Libertà di assentire	Libertà e identità	1	1
	0.3333	lexical	drop	liberta_di_assentire	liberta_e_servaggio	Libertà di assentire	Libertà e servaggio	1	1
	0.3333	lexical	drop	liberta_di_movimento	liberta_e_servaggio	Libertà di movimento	Libertà e servaggio	1	1
